years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
0,3,Spain,onsite,bootcamp,medium,20,0
12,6,Ukraine,hybrid,self-taught,small,8,1
3,10,Germany,hybrid,bootcamp,small,22,1
9,6,Lithuania,hybrid,bachelor,medium,27,1
5,5,Ukraine,hybrid,bachelor,medium,34,0
6,7,Spain,hybrid,master,medium,21,1
1,10,Netherlands,remote,bachelor,large,15,1
5,5,Ukraine,remote,bachelor,medium,5,0
6,9,Netherlands,remote,phd,large,38,1
9,2,Ukraine,hybrid,phd,medium,17,0
13,3,Spain,hybrid,phd,medium,8,1
9,2,USA,hybrid,phd,medium,19,0
1,0,Poland,remote,bootcamp,large,5,0
14,9,Lithuania,hybrid,master,small,23,1
1,4,Lithuania,remote,master,medium,19,0
9,0,Lithuania,hybrid,bachelor,large,14,0
6,0,Spain,onsite,master,medium,10,0
11,1,UK,remote,bachelor,small,31,0
0,3,USA,onsite,master,large,13,0
7,5,Germany,remote,self-taught,medium,22,0
10,7,Netherlands,hybrid,self-taught,medium,37,1
12,2,Spain,hybrid,master,medium,39,0
2,0,UK,onsite,bootcamp,small,10,0
10,2,Germany,hybrid,bachelor,large,31,1
5,2,Netherlands,remote,master,medium,43,0
8,4,Netherlands,hybrid,bachelor,medium,35,0
5,10,USA,hybrid,phd,large,13,1
8,3,Poland,remote,master,small,30,1
6,3,Lithuania,onsite,bootcamp,small,34,1
14,8,Ukraine,onsite,phd,small,36,1
8,6,Germany,hybrid,master,small,35,1
1,3,Spain,remote,self-taught,small,47,0
11,2,Germany,onsite,master,medium,4,0
7,5,Poland,onsite,self-taught,medium,4,1
7,2,Lithuania,hybrid,self-taught,medium,47,0
1,5,Germany,remote,master,large,6,0
11,10,Poland,onsite,master,small,28,1
13,10,Spain,hybrid,self-taught,large,30,1
3,8,USA,hybrid,bachelor,small,27,0
13,5,UK,hybrid,phd,small,5,1
14,3,Netherlands,hybrid,bootcamp,large,44,1
10,4,Spain,onsite,master,medium,39,1
14,5,Lithuania,remote,phd,large,35,1
6,10,Netherlands,hybrid,phd,medium,39,1
10,2,UK,hybrid,bachelor,small,44,0
3,7,Spain,onsite,phd,medium,15,0
3,3,Ukraine,hybrid,master,small,19,0
5,7,Spain,hybrid,phd,small,30,1
9,9,Spain,remote,master,medium,38,1
5,9,Ukraine,hybrid,master,small,32,1
9,2,Spain,onsite,self-taught,medium,40,0
14,9,Netherlands,remote,bachelor,large,29,1
2,6,Lithuania,onsite,bootcamp,small,6,0
14,10,UK,remote,self-taught,small,26,1
8,8,Poland,remote,bootcamp,large,27,1
11,3,Germany,hybrid,master,small,35,1
9,7,Ukraine,hybrid,self-taught,large,28,1
13,2,USA,hybrid,phd,large,5,1
10,6,Ukraine,onsite,phd,small,41,1
1,2,UK,hybrid,bootcamp,large,48,0
5,6,Germany,hybrid,master,large,16,1
11,10,Germany,remote,bootcamp,large,41,1
6,9,USA,hybrid,bachelor,small,18,1
11,9,UK,hybrid,phd,large,13,1
12,10,Netherlands,hybrid,self-taught,medium,43,1
8,10,Lithuania,hybrid,self-taught,medium,25,1
12,5,USA,remote,self-taught,large,10,0
2,1,Lithuania,hybrid,phd,medium,29,0
9,10,Netherlands,remote,master,small,10,1
2,2,Germany,onsite,phd,large,6,0
6,5,Lithuania,hybrid,phd,small,16,0
13,3,Netherlands,hybrid,self-taught,medium,25,0
3,5,Netherlands,hybrid,phd,medium,44,0
12,0,Poland,remote,self-taught,medium,4,0
7,9,USA,hybrid,master,medium,37,1
12,0,Poland,hybrid,bachelor,small,34,1
6,2,Ukraine,onsite,self-taught,large,19,0
4,7,Germany,remote,bootcamp,small,33,0
6,7,USA,remote,bachelor,large,4,1
2,10,Germany,onsite,master,medium,44,1
11,3,Poland,remote,bachelor,medium,34,1
1,5,UK,hybrid,self-taught,medium,12,0
5,7,Netherlands,hybrid,master,medium,31,0
1,6,Germany,onsite,bootcamp,small,16,0
2,10,USA,remote,self-taught,large,2,1
5,6,Ukraine,remote,self-taught,large,49,1
4,3,USA,remote,master,medium,2,0
7,8,Germany,onsite,master,small,36,1
8,9,USA,hybrid,bachelor,medium,6,1
10,5,Ukraine,onsite,bootcamp,large,23,0
2,10,Netherlands,hybrid,bachelor,large,39,1
11,2,UK,onsite,bachelor,small,47,0
9,4,Netherlands,hybrid,self-taught,large,44,1
2,4,USA,remote,master,small,37,0
2,4,Ukraine,remote,self-taught,medium,46,1
12,7,Ukraine,remote,bootcamp,medium,16,1
12,8,Germany,onsite,bachelor,small,43,1
5,8,Poland,onsite,bootcamp,medium,44,1
14,5,USA,onsite,master,small,19,1
14,5,USA,remote,master,medium,49,1
0,8,USA,hybrid,phd,medium,24,0
6,3,USA,remote,bootcamp,large,27,0
11,5,Germany,remote,self-taught,large,7,1
0,3,Poland,hybrid,bootcamp,small,30,0
13,10,Poland,hybrid,bachelor,medium,41,1
4,0,Lithuania,hybrid,master,medium,14,0
14,6,USA,hybrid,master,medium,44,1
9,9,USA,remote,bootcamp,large,15,1
12,10,Lithuania,onsite,bootcamp,small,12,1
7,5,Poland,remote,bootcamp,small,29,1
3,8,Ukraine,hybrid,bachelor,small,23,0
4,6,Ukraine,onsite,bachelor,medium,13,0
3,6,Spain,onsite,self-taught,small,9,0
11,1,Netherlands,remote,bootcamp,large,24,0
11,10,Spain,remote,self-taught,large,39,1
13,8,Poland,remote,phd,small,30,1
3,9,UK,onsite,bachelor,medium,1,1
11,8,USA,onsite,master,large,10,1
7,5,Spain,onsite,phd,large,38,1
1,2,Germany,hybrid,master,medium,47,0
0,0,Ukraine,hybrid,phd,medium,15,0
2,3,Germany,remote,self-taught,small,9,0
8,2,Lithuania,onsite,self-taught,large,13,0
3,0,Poland,remote,bachelor,large,23,0
9,2,Poland,onsite,master,small,33,0
4,3,Spain,remote,phd,small,9,0
1,7,USA,hybrid,bootcamp,large,3,0
3,8,Poland,onsite,bootcamp,large,30,1
1,2,Spain,hybrid,bachelor,medium,9,0
14,5,Spain,onsite,master,medium,25,1
1,9,Netherlands,remote,bootcamp,large,47,0
3,10,Netherlands,onsite,bachelor,large,24,1
5,4,Poland,hybrid,bachelor,medium,32,0
6,5,Spain,onsite,master,small,7,0
9,3,Lithuania,remote,bootcamp,small,36,0
2,9,Lithuania,onsite,bootcamp,large,25,1
2,5,Netherlands,hybrid,bootcamp,large,20,0
9,6,Poland,remote,self-taught,medium,17,1
5,8,Ukraine,hybrid,bootcamp,large,36,0
12,9,USA,onsite,phd,small,26,1
11,6,UK,hybrid,self-taught,medium,19,1
2,5,Ukraine,onsite,self-taught,medium,37,0
12,0,Lithuania,remote,self-taught,small,48,0
1,1,Lithuania,hybrid,self-taught,small,3,0
7,0,Ukraine,hybrid,bachelor,medium,43,0
4,8,Netherlands,onsite,phd,large,28,1
14,9,Netherlands,hybrid,master,small,22,1
0,9,Poland,hybrid,bootcamp,medium,47,0
2,8,Netherlands,remote,self-taught,large,19,1
9,6,Germany,onsite,master,large,46,1
7,1,UK,onsite,bachelor,medium,16,0
3,5,Ukraine,remote,master,small,6,0
13,10,Ukraine,remote,self-taught,large,37,1
6,3,Spain,onsite,phd,small,31,0
9,0,Lithuania,remote,master,medium,49,0
11,0,Ukraine,remote,self-taught,small,48,1
13,4,Germany,remote,self-taught,large,34,1
13,1,Ukraine,onsite,bootcamp,medium,31,0
1,3,USA,remote,bootcamp,large,11,0
6,0,Germany,hybrid,phd,large,36,0
4,3,Poland,hybrid,bootcamp,medium,6,0
4,10,USA,onsite,phd,medium,27,1
5,5,USA,remote,bachelor,small,7,0
12,9,Ukraine,hybrid,bachelor,medium,49,1
8,3,Netherlands,onsite,bootcamp,small,32,0
13,0,Ukraine,hybrid,bachelor,medium,8,0
5,6,Germany,remote,master,large,33,0
11,1,Poland,onsite,master,small,47,0
12,8,Lithuania,hybrid,master,medium,44,1
14,2,UK,onsite,bachelor,small,15,1
13,7,Netherlands,hybrid,master,small,27,1
7,7,Germany,hybrid,phd,small,30,1
6,2,Lithuania,remote,self-taught,large,22,0
8,3,Germany,remote,bootcamp,medium,47,1
3,1,Netherlands,hybrid,phd,medium,29,0
1,3,Lithuania,onsite,master,small,41,0
6,10,Netherlands,onsite,self-taught,medium,48,1
5,10,Germany,remote,bootcamp,large,30,1
0,10,USA,hybrid,phd,small,2,0
10,8,UK,remote,bootcamp,large,15,1
8,1,Spain,hybrid,bachelor,large,47,0
8,2,UK,hybrid,master,medium,27,1
11,10,USA,remote,phd,medium,7,1
1,10,Netherlands,onsite,phd,small,27,1
2,3,UK,remote,self-taught,large,21,0
4,4,Netherlands,hybrid,self-taught,medium,13,0
4,0,Netherlands,remote,self-taught,small,17,0
14,6,Lithuania,onsite,bootcamp,small,11,1
0,9,Poland,onsite,master,medium,10,1
7,6,Netherlands,hybrid,bootcamp,large,33,0
11,8,UK,remote,master,small,14,1
7,3,UK,onsite,phd,medium,37,0
3,5,UK,remote,bootcamp,small,8,0
12,10,USA,onsite,bootcamp,medium,33,1
6,1,Spain,hybrid,bootcamp,small,7,0
14,3,Netherlands,hybrid,bachelor,large,34,1
14,1,Ukraine,remote,master,small,7,0
10,9,Netherlands,hybrid,master,medium,7,1
9,4,Netherlands,onsite,bootcamp,medium,41,0
2,6,Ukraine,hybrid,bachelor,medium,36,0
5,0,Lithuania,onsite,bootcamp,large,7,0
13,9,Netherlands,onsite,master,medium,20,1
9,9,USA,hybrid,phd,medium,18,1
12,6,Germany,onsite,bachelor,large,45,1
9,9,Poland,onsite,bachelor,medium,43,1
11,5,UK,remote,bootcamp,medium,41,1
13,5,Netherlands,remote,phd,large,14,1
8,7,Lithuania,remote,master,small,40,1
0,7,USA,hybrid,self-taught,medium,14,0
4,5,Netherlands,remote,master,small,21,0
3,2,Ukraine,onsite,master,large,49,0
7,4,Lithuania,hybrid,phd,medium,27,1
10,1,Germany,hybrid,bachelor,medium,46,0
11,4,Spain,hybrid,master,large,26,0
0,8,Netherlands,hybrid,bachelor,medium,27,0
8,9,USA,onsite,phd,small,24,1
5,0,Lithuania,onsite,phd,small,5,0
3,9,Ukraine,remote,bootcamp,large,42,1
11,4,Lithuania,hybrid,self-taught,medium,38,1
8,5,Netherlands,remote,phd,medium,28,1
10,10,Lithuania,onsite,phd,large,42,1
4,6,Spain,hybrid,bachelor,small,43,1
14,8,Lithuania,onsite,phd,small,32,1
4,5,UK,remote,master,large,24,0
11,4,Poland,onsite,bootcamp,medium,6,1
4,6,UK,hybrid,bootcamp,small,10,0
0,0,Poland,hybrid,master,medium,46,0
0,10,Lithuania,remote,phd,small,3,1
7,4,Ukraine,hybrid,self-taught,medium,7,0
11,1,Ukraine,onsite,phd,small,29,0
7,3,Netherlands,onsite,bootcamp,medium,34,0
11,6,Ukraine,onsite,self-taught,large,7,1
14,4,Poland,onsite,bachelor,small,17,1
14,5,USA,remote,bachelor,large,13,1
5,1,Poland,onsite,phd,small,21,0
11,2,UK,remote,phd,small,31,1
10,6,Lithuania,onsite,self-taught,small,9,1
12,10,Netherlands,remote,self-taught,medium,45,1
3,1,Germany,onsite,phd,small,47,0
1,5,Netherlands,onsite,bootcamp,large,13,0
13,4,Netherlands,remote,bachelor,medium,17,1
1,9,Netherlands,hybrid,self-taught,medium,8,0
8,0,USA,hybrid,bootcamp,small,9,0
14,10,Spain,hybrid,phd,medium,9,1
4,9,UK,remote,master,small,40,1
3,10,Lithuania,hybrid,self-taught,large,48,1
9,3,Spain,hybrid,master,medium,30,1
12,10,Germany,remote,bootcamp,medium,7,1
0,1,Spain,hybrid,bachelor,large,17,0
6,3,Lithuania,hybrid,bootcamp,large,39,0
2,0,UK,hybrid,bachelor,small,38,0
5,1,UK,remote,bootcamp,medium,5,0
4,7,Lithuania,remote,self-taught,large,17,0
4,5,Germany,hybrid,self-taught,medium,40,0
10,1,Lithuania,hybrid,master,large,1,0
4,5,Germany,remote,bootcamp,medium,16,0
0,9,Germany,hybrid,bootcamp,large,17,0
0,8,Lithuania,remote,master,medium,30,1
2,6,Poland,hybrid,phd,small,31,1
13,8,UK,remote,bootcamp,medium,35,1
11,4,Germany,onsite,bootcamp,small,45,0
9,6,Lithuania,onsite,bootcamp,small,8,1
3,10,Ukraine,remote,phd,small,48,1
4,6,Poland,onsite,self-taught,medium,30,0
1,2,UK,hybrid,master,medium,39,0
7,6,Germany,remote,phd,small,21,1
10,0,UK,remote,bachelor,large,15,0
10,8,Poland,hybrid,bachelor,medium,34,1
13,9,UK,hybrid,phd,medium,27,1
1,5,USA,remote,phd,medium,2,0
8,4,Netherlands,hybrid,self-taught,medium,10,0
1,6,USA,remote,bachelor,small,5,0
12,4,Poland,hybrid,master,large,27,1
8,9,Germany,remote,bootcamp,large,4,1
6,4,Lithuania,hybrid,bootcamp,large,47,0
14,10,Spain,hybrid,self-taught,large,13,1
7,9,Lithuania,onsite,self-taught,small,17,1
14,10,UK,onsite,bachelor,medium,21,1
10,6,Spain,onsite,master,medium,23,1
1,9,Spain,hybrid,master,small,33,0
6,6,UK,remote,phd,medium,15,1
11,10,UK,hybrid,self-taught,small,14,1
5,2,Germany,onsite,bootcamp,large,9,0
3,2,Poland,hybrid,bootcamp,small,44,0
6,9,Ukraine,onsite,bachelor,medium,37,0
13,2,Lithuania,onsite,bootcamp,medium,30,1
12,5,Poland,remote,master,medium,29,1
3,5,USA,remote,master,large,23,1
1,2,Germany,onsite,self-taught,small,34,0
9,2,Germany,onsite,bachelor,small,7,0
11,7,Ukraine,hybrid,bootcamp,medium,9,1
6,7,USA,onsite,self-taught,small,4,0
7,6,Lithuania,hybrid,phd,medium,2,1
1,9,Netherlands,onsite,phd,small,27,0
4,3,USA,remote,bootcamp,large,33,0
0,3,Lithuania,remote,bootcamp,large,32,0
6,2,Spain,onsite,bootcamp,small,44,0
7,4,UK,hybrid,master,large,45,0
12,2,Germany,hybrid,bootcamp,large,46,0
5,7,Lithuania,hybrid,phd,large,37,1
4,6,Poland,onsite,bootcamp,medium,27,0
14,2,Ukraine,onsite,bachelor,small,28,0
5,8,UK,remote,phd,small,3,1
14,4,Poland,remote,bachelor,medium,36,1
1,8,UK,onsite,phd,medium,49,0
0,6,Germany,remote,self-taught,large,43,0
6,6,USA,hybrid,phd,small,8,1
6,5,Netherlands,hybrid,phd,medium,44,0
9,1,USA,onsite,bachelor,large,41,0
10,8,Lithuania,hybrid,bachelor,small,37,1
9,5,Ukraine,onsite,phd,large,49,1
13,7,USA,hybrid,phd,small,45,1
1,0,Germany,onsite,master,large,38,0
1,4,Ukraine,hybrid,self-taught,small,22,0
0,0,Lithuania,hybrid,self-taught,small,14,0
9,9,Spain,remote,bootcamp,small,15,1
7,10,USA,remote,phd,small,46,1
14,7,USA,remote,phd,large,4,1
7,7,Netherlands,remote,phd,medium,18,1
0,0,Lithuania,remote,phd,small,1,0
11,8,Poland,remote,self-taught,small,12,1
10,1,USA,onsite,bachelor,small,41,0
7,8,Germany,onsite,master,small,42,1
8,0,USA,remote,bachelor,large,17,0
13,9,Netherlands,onsite,bachelor,medium,19,1
3,8,Spain,remote,self-taught,medium,36,1
0,3,Netherlands,onsite,master,medium,48,0
0,8,USA,hybrid,phd,large,7,0
2,6,Ukraine,onsite,self-taught,medium,9,0
14,10,Poland,onsite,self-taught,large,8,1
13,5,UK,onsite,master,large,25,1
4,4,USA,hybrid,bootcamp,small,7,0
4,10,Lithuania,remote,self-taught,large,42,1
8,8,USA,onsite,bachelor,medium,8,1
9,1,Poland,onsite,bachelor,medium,24,0
13,10,Lithuania,hybrid,phd,medium,17,1
11,1,Germany,remote,self-taught,small,12,1
1,10,Ukraine,onsite,phd,small,46,1
1,8,Lithuania,hybrid,self-taught,small,31,0
5,2,Netherlands,remote,master,large,12,0
14,7,Spain,remote,self-taught,medium,2,1
8,10,Netherlands,onsite,bootcamp,large,12,1
0,8,UK,onsite,bachelor,large,27,0
8,7,Lithuania,onsite,master,medium,46,0
8,3,Germany,onsite,bachelor,small,7,0
12,0,USA,hybrid,phd,medium,13,0
8,3,Ukraine,hybrid,master,large,36,0
4,8,Lithuania,onsite,bootcamp,large,1,0
12,1,Netherlands,remote,bachelor,small,49,0
14,2,Lithuania,onsite,self-taught,large,35,1
8,9,Lithuania,remote,self-taught,large,30,1
10,7,Lithuania,remote,self-taught,medium,31,1
3,5,Germany,remote,master,small,17,1
1,7,Ukraine,hybrid,bootcamp,medium,8,0
12,6,Poland,remote,bootcamp,medium,3,1
5,4,Poland,remote,bootcamp,medium,10,0
13,8,Lithuania,hybrid,bachelor,large,34,1
3,3,Germany,remote,master,large,22,0
5,5,Germany,remote,self-taught,small,4,0
2,1,UK,onsite,bachelor,large,32,0
5,1,Lithuania,remote,bootcamp,small,29,0
1,1,Netherlands,remote,self-taught,medium,46,0
1,9,Netherlands,remote,master,medium,11,1
12,6,Spain,remote,phd,large,46,1
8,1,Ukraine,remote,bootcamp,large,13,0
6,1,Lithuania,hybrid,bootcamp,small,4,0
2,8,Spain,remote,bootcamp,large,2,1
12,6,Netherlands,remote,bootcamp,large,34,1
10,10,Netherlands,hybrid,self-taught,large,43,1
0,2,Lithuania,hybrid,master,medium,22,0
7,2,Spain,remote,bachelor,large,5,0
13,6,Spain,remote,self-taught,large,9,1
5,4,Lithuania,remote,master,medium,20,1
6,9,Ukraine,onsite,bachelor,medium,21,1
8,5,UK,onsite,bootcamp,medium,17,1
4,7,Spain,remote,master,medium,12,1
14,8,UK,hybrid,bootcamp,large,28,1
0,0,USA,remote,master,large,18,0
11,2,Ukraine,hybrid,phd,large,3,0
9,10,Netherlands,hybrid,bootcamp,small,5,1
6,6,Poland,hybrid,bootcamp,medium,14,0
14,5,Ukraine,remote,bootcamp,large,48,1
4,6,UK,remote,self-taught,large,26,0
2,7,UK,hybrid,bachelor,large,19,0
11,5,UK,onsite,bootcamp,medium,41,1
12,2,Germany,onsite,bootcamp,medium,17,0
8,1,Ukraine,onsite,self-taught,medium,39,0
0,6,Spain,hybrid,self-taught,large,42,0
0,10,Spain,remote,phd,medium,4,1
0,0,Germany,hybrid,master,large,42,0
2,2,Spain,onsite,bootcamp,small,35,0
11,10,Germany,remote,master,medium,24,1
5,3,UK,hybrid,self-taught,medium,41,0
9,0,Lithuania,hybrid,self-taught,large,13,0
10,4,Ukraine,onsite,phd,medium,33,1
2,9,USA,hybrid,bachelor,medium,15,0
7,2,UK,remote,self-taught,large,15,0
13,1,USA,onsite,bootcamp,large,31,0
13,2,Netherlands,onsite,phd,large,43,1
9,7,UK,remote,bachelor,small,28,1
1,5,Poland,onsite,phd,large,10,0
13,6,Spain,hybrid,self-taught,medium,7,1
8,5,Poland,hybrid,bachelor,small,33,0
2,5,Lithuania,onsite,master,large,7,0
4,2,USA,remote,bachelor,small,5,0
9,7,Ukraine,hybrid,bootcamp,small,26,1
7,6,UK,remote,master,medium,16,1
1,6,Ukraine,hybrid,master,small,8,0
5,5,Lithuania,hybrid,bootcamp,large,22,0
11,4,Lithuania,onsite,master,small,34,1
4,9,Spain,onsite,self-taught,small,40,1
12,7,Lithuania,remote,bachelor,medium,28,1
9,4,UK,onsite,bachelor,medium,46,0
8,8,UK,hybrid,bootcamp,large,36,1
11,8,Ukraine,hybrid,self-taught,medium,47,1
4,0,Ukraine,remote,master,large,7,0
1,5,USA,remote,bachelor,large,40,0
4,6,UK,hybrid,bachelor,medium,43,0
14,2,Poland,onsite,bachelor,small,28,1
11,6,USA,onsite,bachelor,medium,2,1
3,10,Spain,remote,phd,small,9,1
14,10,USA,remote,bootcamp,small,6,1
10,6,Germany,hybrid,master,large,1,1
6,10,Ukraine,hybrid,master,large,3,1
5,1,Poland,remote,bootcamp,medium,10,0
13,6,Ukraine,hybrid,self-taught,small,37,1
1,0,Germany,remote,bootcamp,medium,44,0
11,4,Germany,remote,bachelor,large,23,0
10,8,Netherlands,onsite,bachelor,small,33,1
10,6,UK,remote,bootcamp,medium,9,1
12,6,Spain,hybrid,bootcamp,medium,13,1
4,10,Lithuania,onsite,master,large,28,1
6,1,Germany,onsite,master,large,7,0
10,7,USA,hybrid,phd,large,26,1
6,2,Lithuania,hybrid,phd,large,16,0
14,7,USA,hybrid,bachelor,medium,40,1
4,2,Ukraine,remote,phd,large,26,0
11,9,USA,onsite,phd,large,39,1
14,6,Lithuania,remote,self-taught,medium,32,1
8,1,Lithuania,remote,bootcamp,medium,36,0
3,3,UK,remote,master,small,42,0
10,10,USA,remote,phd,medium,1,1
2,5,Spain,onsite,master,small,49,0
14,10,UK,onsite,phd,large,21,1
3,8,Poland,remote,phd,small,13,1
4,4,Netherlands,hybrid,bachelor,small,26,0
12,8,Poland,onsite,self-taught,large,45,1
5,4,Spain,remote,bootcamp,large,9,0
2,9,UK,hybrid,bootcamp,large,37,0
1,7,Netherlands,hybrid,bachelor,small,23,0
13,0,UK,remote,bachelor,medium,1,0
12,6,Lithuania,onsite,bootcamp,medium,2,1
3,3,Netherlands,hybrid,bootcamp,medium,43,0
4,4,Ukraine,onsite,self-taught,large,28,0
3,5,USA,onsite,phd,large,36,1
13,4,Poland,hybrid,self-taught,medium,31,1
10,0,Netherlands,remote,bootcamp,large,41,0
12,8,USA,hybrid,phd,small,5,1
14,1,UK,hybrid,bootcamp,small,37,0
11,8,Spain,onsite,self-taught,large,25,1
2,9,Netherlands,remote,self-taught,medium,8,0
7,1,USA,onsite,self-taught,medium,34,0
9,8,UK,hybrid,phd,small,39,1
3,5,UK,remote,master,large,49,0
13,10,UK,remote,master,medium,32,1
1,8,Spain,remote,bootcamp,medium,11,0
1,5,Lithuania,remote,phd,large,47,0
0,5,Spain,remote,bachelor,large,25,0
12,10,Spain,hybrid,master,medium,3,1
3,1,Ukraine,hybrid,phd,large,45,0
9,7,Poland,hybrid,phd,large,32,1
8,2,UK,onsite,master,large,35,0
13,6,USA,remote,phd,medium,32,1
10,4,Netherlands,remote,phd,small,34,0
6,2,Poland,hybrid,master,large,37,0
14,0,UK,remote,self-taught,medium,5,0
11,7,Germany,onsite,bootcamp,small,45,1
9,2,Spain,remote,bachelor,medium,28,0
6,1,Germany,remote,bootcamp,medium,28,0
12,0,UK,onsite,self-taught,medium,8,0
14,3,Poland,hybrid,self-taught,small,27,1
6,7,USA,hybrid,phd,medium,16,1
14,2,Poland,remote,bootcamp,small,18,1
7,0,Ukraine,onsite,self-taught,large,25,0
0,3,USA,hybrid,bootcamp,small,48,0
9,8,USA,hybrid,self-taught,medium,1,1
12,0,UK,hybrid,bachelor,small,8,1
9,10,Lithuania,remote,self-taught,medium,21,1
7,1,UK,onsite,bootcamp,large,34,0
3,8,Spain,remote,phd,small,24,1
3,1,Poland,hybrid,bootcamp,large,37,0
3,2,USA,onsite,master,small,26,0
5,6,UK,remote,bootcamp,medium,47,1
6,2,UK,hybrid,bachelor,small,14,0
5,8,Poland,hybrid,bachelor,large,29,1
0,5,Poland,remote,bachelor,small,30,0
11,2,Ukraine,hybrid,self-taught,large,3,1
7,8,USA,hybrid,bachelor,large,7,1
12,0,Netherlands,onsite,bootcamp,medium,36,0
9,9,Ukraine,hybrid,phd,small,11,1
14,2,Germany,remote,bachelor,large,32,1
10,0,Spain,onsite,bootcamp,medium,12,0
12,1,Spain,remote,self-taught,medium,15,0
6,7,Netherlands,hybrid,self-taught,medium,38,0
5,6,Lithuania,onsite,phd,large,24,1
5,1,Ukraine,onsite,phd,small,1,0
4,1,Netherlands,onsite,bootcamp,large,18,0
5,8,Lithuania,onsite,phd,medium,46,1
11,5,Lithuania,remote,phd,large,7,1
8,4,Netherlands,hybrid,self-taught,large,42,1
9,9,Spain,hybrid,bootcamp,medium,41,1
8,5,Germany,onsite,phd,small,2,0
14,8,Spain,hybrid,bootcamp,medium,40,1
9,10,UK,remote,bachelor,medium,31,1
7,6,Spain,hybrid,self-taught,large,33,0
9,9,Spain,remote,self-taught,medium,30,1
8,9,Ukraine,remote,self-taught,large,31,1
12,8,Netherlands,hybrid,master,medium,34,1
9,3,Netherlands,remote,bootcamp,medium,7,1
7,1,UK,remote,bachelor,small,25,0
7,7,UK,remote,phd,medium,16,1
0,3,Ukraine,remote,bachelor,small,22,0
9,8,Netherlands,onsite,bootcamp,medium,36,1
10,3,Spain,hybrid,self-taught,medium,27,1
4,7,Germany,onsite,master,medium,17,0
3,8,Lithuania,remote,bootcamp,small,4,1
1,8,Poland,hybrid,bootcamp,large,35,0
7,9,Lithuania,remote,phd,small,41,1
2,3,UK,hybrid,bachelor,medium,22,0
3,0,UK,onsite,bachelor,large,47,0
11,2,Lithuania,hybrid,phd,medium,35,1
6,8,Poland,remote,master,small,44,1
9,3,Spain,hybrid,self-taught,small,15,0
8,4,Germany,hybrid,self-taught,large,40,1
1,6,Germany,onsite,master,small,44,0
2,4,Lithuania,remote,phd,medium,21,0
3,3,Poland,hybrid,bootcamp,large,13,0
9,1,Ukraine,onsite,bachelor,medium,47,0
0,1,UK,hybrid,bootcamp,large,11,0
6,3,USA,remote,bachelor,large,49,0
1,9,Spain,hybrid,bootcamp,medium,27,0
4,9,Ukraine,hybrid,phd,small,31,1
14,8,Lithuania,hybrid,phd,medium,44,1
0,7,Germany,hybrid,master,small,32,0
2,2,UK,remote,bootcamp,small,30,0
11,8,Ukraine,onsite,bootcamp,medium,18,1
1,4,Ukraine,onsite,master,large,16,0
0,10,Netherlands,hybrid,master,medium,35,1
6,2,Netherlands,remote,phd,large,9,0
4,4,Poland,remote,phd,small,39,0
0,9,Poland,remote,bootcamp,large,37,1
5,3,Lithuania,remote,phd,medium,10,1
4,7,Ukraine,remote,phd,large,12,1
14,4,USA,remote,bootcamp,small,8,1
2,9,Germany,hybrid,master,small,3,1
11,7,Lithuania,onsite,bootcamp,large,19,1
6,8,USA,onsite,self-taught,small,11,1
10,3,UK,hybrid,bootcamp,small,8,0
9,6,Poland,onsite,self-taught,large,26,1
8,1,Netherlands,remote,bootcamp,small,45,0
13,5,Spain,remote,self-taught,large,23,1
12,7,Ukraine,onsite,self-taught,large,10,1
12,6,UK,remote,bootcamp,small,18,1
8,6,Netherlands,remote,phd,large,12,1
13,7,Germany,onsite,bachelor,small,39,1
8,6,Germany,hybrid,phd,small,26,1
1,4,Netherlands,onsite,self-taught,small,11,0
2,6,UK,onsite,bootcamp,medium,10,0
6,9,Netherlands,onsite,bootcamp,small,3,1
4,2,USA,onsite,bootcamp,large,7,0
1,4,Lithuania,hybrid,bootcamp,large,4,0
2,6,Poland,hybrid,bachelor,large,40,0
9,8,USA,remote,master,medium,8,1
5,1,Spain,remote,self-taught,medium,38,0
12,3,Netherlands,onsite,bachelor,large,13,0
6,6,Spain,remote,phd,large,12,1
8,0,Spain,hybrid,master,medium,35,0
0,1,USA,remote,master,large,38,0
10,8,Poland,remote,bootcamp,small,43,1
6,9,UK,remote,bachelor,small,36,1
7,6,Germany,onsite,phd,large,47,1
11,9,Lithuania,remote,bootcamp,small,2,1
13,6,Ukraine,hybrid,bootcamp,large,15,1
2,5,Germany,hybrid,self-taught,medium,49,0
3,2,Poland,hybrid,master,large,34,0
9,9,Ukraine,hybrid,phd,medium,39,1
5,2,Germany,remote,master,small,26,0
9,1,Netherlands,onsite,bachelor,small,48,0
6,10,Netherlands,hybrid,self-taught,small,5,1
12,5,USA,hybrid,bootcamp,large,48,1
13,3,Spain,onsite,self-taught,medium,25,1
3,4,Ukraine,onsite,bootcamp,medium,34,0
7,2,Poland,hybrid,self-taught,small,47,0
4,5,Poland,hybrid,bootcamp,small,4,0
0,10,Germany,onsite,master,medium,34,1
3,2,USA,hybrid,master,large,27,0
2,7,Germany,hybrid,master,small,42,0
8,8,Germany,remote,master,large,29,1
7,3,Poland,onsite,self-taught,small,5,0
0,8,Germany,remote,bootcamp,small,18,1
10,6,Spain,remote,master,large,4,1
5,2,Germany,onsite,self-taught,large,1,0
